0	last night i was at a local restaurant toby s supper club super excited to try the fish fry that i had been hearing about as i m sitting at the bar with 3 people one friend who happens to be mexican the guy next to me leans over to me and says so how does a ni er and a mexican hang out together i immediately ask him to repeat him self and he does now plenty of thought run through my head do i put hands on him i have too much to lose so i get the bartender and explain the story she does nothing but tell him to apologize so he sticks his hand out and says sorry i tell him i m not shaking your hand and i m about to remove you from the bar at this point the male bartender comes over slaps his hand on the bar and says hey you two no arguing i tell him there is no argument this guy is a racist and needs to leave the male bartender does nothing but says well he is a visitor from out of town he is staying at the hotel down the road and you see he is on his phone so he is clearly calling for a ride at this point i m even more upset that they are not removing a visitor and letting 4 locals be treated like this so the four of us get up and leave i turn around and go back in with a business card and ask for the owner to call me come to find out the owner was the male bartender now i am more upset that the owner is slowing this to happen right in front of him as a business owner you know that reputation means everything to you
1	this place is absolutely amazing as the atmosphere decor service and food is simply wonderful as you enter the restaurant the aroma of fresh cooked meals caress your appetite we went there for brunch so we had plenty of options to chose from we had gotten the blueberry pancakes with the side of pancakes and the chilaquiles with the green sauce avacados eggs over easy and the maple latte as for the pancakes they are not cooked with flour so they do taste a little different from a traditional pancake so if you re up for something untraditional go ahead if you want real pancakes this might not be the place as for the chilaquiles they were absolutely delicious i was scared they would be soggy but they had the right amount crunch all the food looked to be freshly made as for the maple latte get it just do it it s worth it magic in your mouth
1	we tried la hacienda for lunch prior to the 4th of july weekend and i am now a fan the hostess seated us immediately and then our waitress brought out the menus and a basket of chips and a bowl of salsa the tortilla chips were fresh hot crunchy and delicious the salsa was a pico with tons of fresh flavors it was a little too watery for my taste though we used our chips to dredge out the chunks and were left with a lot of clear liquid afterwards our waitress offered to refill chips and salsa but we deferred i ordered the lunch fajitas this came with six tortilla shells usually i only get three and am always wishing for more but this was perfect i had both chicken and steak and while there wasn t a lot of meat what was there was delicious there were plenty of grilled onions peppers and especially tomatoes as well as small pile of lettuce and two small containers of guacamole the beans and the rice were both excellent the rice was fluffy and light the beans were creamy while waiting for our food to come we noticed many tables near us had sizzling platters of meat with flames beneath them we learned these are the parrillada and they smell and sound amazing when the check came our waitress included two lollipops i really enjoyed the experience and look forward to going back and trying the parrillada
1	first time at fresco super cool room with a classy but relaxed vibe two out of the three dishes were really really good the salmon tartare appetizer with quail egg fermented blueberries and fried capers was fresh unique colorful and worked really well the pulled chicken sliders with peanut cilantro and green papaya were also very tasty and the rolls were so tender both of those plates were rewarding the main entree braised short rib over homemade pasta was ok lacked flavor huge portion but really needed more spice this one fell a bit flag for me service was outstanding not obtrusive but very focused would definitely recommend although i do not live in madison glad i tried fresco nonetheless
0	my dude took me out to what we thought was going to be a nice dinner ah no we were seated at a table next to two annoying kids that were screaming and throwing things apparently tuesday nights are family nights beware of tuesday nights the mother of the two kids said to her husband if these two me and my dude don t already have kids they never will after this our server was nice but a little slow it took awhile to get drinks and there was no bread on the table we ordered and got garlic bread with red sauce which was good then we got the breadsticks for the table they were hard as a rock you could do a toast on your drinking glass which my dude did he is funny food finally arrived and was rather unpleasant my food was dry and salty my dude s was super bland they gave us a buy one get one entree card but we will never go back if they are around for another six months that would be surprising bottom line ahhhh hell no
0	i was one of a group of 6 people who came in to watch the playoff football game at tanner s when i asked for the channel to be changed to the game that we went there to watch the guy behind the bar matt stated it s 3 30 now and kick off isn t until 3 35 don t worry i will turn it on when it s time the server immediately apologized for his rudeness i told her it would not affect her i just simply won t go back i will go to one of the more established sports bars in madison instead of supporting my local community i live within walking distance from tanner s by the way i found out that matt is the general manager ps fans like to watch pre game
0	i m a sucker for top shelf food porn and i ll admit i fell hard for the pictures of the steak sandwiches on the longhorn website so after salaciously ogling the glamour shots of the tavern steak sandwich i acted on impulse and sped off to their outpost near west towne mall when you walk into the recently built restaurant it s abundantly clear you re in a western themed corporate restaurant complete with the requisite paintings of cowboys and the head of a longhorn steer mounted above the bar while the restaurant is clean and exceptionally well maintained the atmosphere stuck me as sterile my server was efficient and polite no complaints longhorn steak offers up a plethora of lunch specials for 7 8 and 9 i elected to go with the 9 option my eagerly anticipated tavern steak sandwich accompanied by a bowl of french onion soup while i ve had worse the tepid french onion soup certainly did not rock my world to make up for a thin broth the kitchen topped it with a dense layer of cheese that begged for additional time under the broiler to impart more flavor while the soup had a healthy dose of onions they really needed more time in the sauté pan i would have preferred a smaller serving of more flavorful soup just sayin when my long awaited tavern steak sandwich arrived i was crest fallen it was miniscule served on half of a hot dog bun instead of being topped with a mound of crispy onion straws my pitiful sandwich had a heap of sad soggy onion rings and instead of an abundance of finely cooked steak bursting from the sandwich all of the contents of my meal neatly fit inside the 3 inch hot dog bun curse you darden restaurant group for your deception bamboozling me with images of grandeur then delivering this travesty of a sandwich but my tale of woe does not end here gentle reader for something was awry with that 3 inch hot dog bun it tasted like off like it was placed on a recently cleaned surface and it absorbed some of the cleaning solution after two tiny bites i called by server over explained the problem and he promptly replaced my meal with the shaved prime rib sandwich while this sandwich also had a wee little bun the kitchen was significantly more generous with the contents which like a cornucopia spilled out onto my plate while the onions on my sandwich needed more browning but they did deliver a kiss of sweetness the mushrooms had a gorgeous dark golden hue and intensified the beefy flavor of the tender prime rib i was a little gun shy after my experience with my first sandwich but all in all i grudgingly must give the prime rib sammie a thumbs up i did fill out my customer survey regarding the off taste of the tavern steak sandwich it s been a couple of weeks and i ve yet to receive a reply
0	i really really wanted to like this place i have been searching for a great chinese place in madison and have turned up empty handed having been to china and loving the food i thought i would trust other reviewers that said the food was authentic and delicious we ordered kimchee actually the best thing vegetable spring rolls too much dough rice paper and oddly spiced yau choi in oyster sauce pretty good a bit bland my bf was not a fan vegetable tong mein was supposed to come with gyoza it did not overpowering flavor of sesame oil noodles were ok not great my boyfriend got a seafood dish that was absolutely terrible the seafood was nowhere near fresh there was a long piece of calamari with rubbery material that slapped back into his face when he took a bite and the flavor was bland i guess it was against better judgement to order seafood here or go here in general as the dining room was completely empty during prime dinner hours on a friday our server was lamentable at best she did not offer suggestions and seemed hurried by her other responsibilities and her boss was yelling to her from the kitchen the entire time it was if she had never been trained to serve when i asked questions she would just shrug and say are you ready i did really want to like this place but sadly it was not meant to be we took most of our food to go as i hate wasting food but ended up throwing it out for fear of encountering it again
1	this is my second visit here my first time was when it first opened and there was not a whole lot to write home about tonight it was fantastic to begin with service was a little slow it took about 5 min for our server to come and another 10 to get our cocktails but she was super nice and apologetic and the tasty drinks made up for it my man and i both got the special drink a ginger snap which contained yahara bay vodka ginger liquer lemon and lemon lime soda to start with i got the black bean chili topped with cheddar and sour cream although vegan versions of both are available it was really really good for the main event i got the faux fish fry which i have been dying to try i was definately not disappointed it was excellent it came with 2 fish patties rosemary red skinned potatoes and coleslaw plus my chili for 12 i will definately come back for it again and again my man got the bowl of chili which he loved a side of potatoes really good and a side of hummus which was not very good it didn t seem to have any garlic in it at all and just tasted dirty but everything else was awesome our food was soooooo good that we had to try dessert he got a smore dessert which was a dense chocolate cake topped with a flambeed marshmallow fluff i haven t been able to have marshmallow in years so that was a real treat i got raspberry cheesecake which did not disappoint i am really happy with almost everything about this trip and will definately be back for the fish again
0	i will never order from there again i called to find out what was on the hot and spicy chicken the person who answered informed me that it was both hot and spicy but it was serves with broccoli snow peas and onions once i got my entree it was neither hot nor spicy on top of that there was no broccoli too many onions barely any snow peas and a very small amount of chicken did i mention that i don t think the chicken was actually chicken it was cut so thin and had no chicken flavor the white rice that accompanied my dish was mushy and clumped together i ve made better rice boiling it my mom had the kung pao chicken and she was also dissatisfied with her meal the crab rangoon was ok fairly basic i won t return there i would prefer to give it a zero
1	when you re having such a great meal that before you know it you ve ordered drinks an appetizer dinner and dessert you know you ve found a good spot ya know sometimes you re feeling a little frugal and order water to drink and choose between an app or dessert or forgo both with the amazing meal we had at the free house i can t imagine skipping one course next time we return i ordered the free house old fashioned to start the yahara bay cherry brandy makes it quite delicious and quite strong loved the jalapeno poppers for our appetizer made with fresh unbreaded jalapenos so don t touch your eyes after eating the oven roasted turkey sandwich was mouthwatering and i think i ll have to make it my go to order on all future visits the dessert special that night was pumpkin cheesecake homemade and ohsogood really looking forward to returning after this miserable winter is over and enjoying a meal on the outdoor patio
0	the good 36 ounce beers the bad everything else it was only a quarter full but took 45 top get the very much below average mexican food not only was it cold but it came our in waves over 15 minutes i m sorry too say it because i love most of the mexican food in the area but this was sloppy over cooked and bland the tamales were like mashed potatoes the service was so bad we barely saw our waitress the four of us were initially greeted with one bowl of chips and one small salsa after we asked for more two more times we finally received another small dish of salsa after we finished our food and still hadn t seen our waitress for 20 min we flagged down the manager he asked how our dinner was and we said not good oh ok was the response he then leaves without another word really a table full of dirty dishes half filled with sub par food he leaves let s just say i would highly recommend spending your money at any other restaurant in dane county wow
0	we had a disappointing experience here for two reasons 1 the food simply did not taste good we ordered the olives dates ravioli beets and striped bass collar all except the beets fell short of our expectations the olives and ravioli were bland the dates were served in a pepper sauce that tasted like cheap marinara and obscured their flavor and the bass collar was so undercooked that it was borderline inedible to be fair the menu does say fish is served medium rare but the fish we received was basically raw i expected higher quality given the high prices 2 mediocre service our server misdescribed a belgian beer as not sweet at all when in fact it was one of the sweetest beers i have tasted in some time it took awhile to be served water the first four of the items we ordered came out almost simultaneously followed by a lengthy wait for the final item overall the employees both front and back of the house seemed a bit overwhelmed it was a saturday night and it was crowded but they should be able to handle the crowd perhaps our experience was an outlier but i am rather baffled by the high number of positive reviews of this place i do not plan to return
0	stopped here with a friend recently and was extremely disappointed based on some of the reviews singing the praises of that bbq joint ordered both the ribs and pulled pork and wouldn t ever order either again the pork was flavorless and while pork shoulder will never match up with something like brisket for flavor past experience has shown me that pulled pork can be quite tasty in its own right even the pieces that had a bit of bark on them lacked any sort of real flavor the ribs meanwhile were barely edible there was no trace of a smoke ring or bark on them at all instead they were chewy clung to the bone with awful resolve and didn t have any flavor either all in all the meal was a big let down especially after the positive reviews from others for now at least smoky john s remains the lone bastion of good bbq in the madison area
1	what can i say noodles and company is always a favorite it is a great go to place that i know i can always count on for a good meal they have great variety for a very affordable price i can t believe i can get a nicely portioned delicious meal for only 5 i highly recommend the pesto cavatappi and the mushroom stroganoff although now they ve replaced it with a steak stroganoff but they can still make the mushroom one if you ask a downside of this particular location is the parking it shares a very tiny parking lot with starbucks and there are no close spots to the building often times the parking lot fills up and you have to park out on the street which is a bit inconvenient
1	after hearing that this place was the bees knees from many friends and reviews i decided to take a small group of friends and give it the test afterwards i was impressed and absolutely full but i wouldn t give it the bbq crown i think most of the value here comes from its uniqueness smoky jon s sits in a small little log cabin style shack and when you walk in you are witness to the plethora of awards they have received from their delicious bbq fixins soon you ll discover their own personal sauce which i hope you slather across your food and a menu that has item descriptions which make you want to grow a second stomach corn bread beans ribs brisket pulled pork etc all the delectable food you d expect from a place like this i personally had ribs and brisket with corn bread and i ate every last bite with no regrets problem is i ve had some really good barbecue in my life and the overall taste of the food while good wasn t great in comparison some of the places i ve dined at in kansas city for instance were a step up from this even some of the dishes at famous daves could rival smoky jon s although the ribs certainly could not the rest of my party all had mixed responses my girlfriend didn t really care for what she ordered i can t remember what it was a sandwich of some sort and several of them didn t like the smallishness of the place or the service the lady was ok but she was behind the counter mostly and didn t do much to make us feel welcome when we walked in we were all really excited to be there and try it and she was just kind of meh also the location is probably the least desirable of any restaurant i ve been to in madison but that s more relative to where you live or how you feel about certain neighborhoods overall worth a try and probably one of the better bbqs as far as madison goes while it doesn t get the full star ride from me i can see why others give it high praise
1	good food and friendly service went for lunch with a couple of other people and everyone really enjoyed their meals they had a nice sized lunch menu for about 8 10 per plate which came with cucumber salad an eggroll or the option to get a spring roll for 1 more everyone in my group got the spring roll delicious i had the pho which was flavorful but too spicy for my tastes i am not very sensitive to spice but ordered a level two one being mildest and four being local lao and it was very spicy towards the bottoms of my bowl i think they may have anciently put extra spice because the two other dishes we had at the table were ordered to have the same level of spice but were much milder i tried a couple bites of both the cashew chicken and mango curry both of which were very tasty we finished with warm sticky rice and mango overall very enjoyable lunch will return
1	my first time in wisconsin so you know i had to try some cheese curds started off with the fried variety as well as poutine the cheese curds were very addictive and not too greasy the gravy with the poutine was excellent and we got pork on top for some extra calories that we obviously desperately needed for my dinner i got the wisconsin style cheddar mac and cheese with buffalo chicken the pasta was rigatoni which made for a perfect vessel to contain large quantities of gooey cheese sauce the gorgonzola was slightly overpowering for my tastes i would have liked to have tasted the cheddar more clearly there was no scarcity of chicken i would eat here again
1	after living in the bay area for nearly four years and visiting several delicious burger joints i was a little skeptic of my fond memories of delicious burgers from dotty dumpling s it turns out however that dotty dumpling s still serves up some of the best burgers i ve ever had on my last visit a few days ago i ordered the californian my boyfriend got the newest addition the heart throb and we both had a beer my californian was so so delicious the burger was perfectly cooked to medium and it had the best beefy taste i ve come across in awhile i also liked how the cold ingredients were piled on the bottom and the burger bacon and cheese on top i think it helps the cheese melt better i had a small taste of the spicy sauce from my boyfriend s heart throb from the taste of it the sauce had jalapeno cilantro and lime i m sure when paired with the cheese pepper jack i believe and bacon that made for one delicious burger i kinda wish that i would have ordered that one if you re a fan of burgers stop by dotty dumpling s you won t be disappointed
0	i ve been here twice and found it a very comfortable place with good atmosphere and great although egregiously overpriced beers and food i have to sink its rating because of my most recent experience i ve never submitted a yelp review but feel others should know for the sake of balance that this place on at least one night had flaws in its customer service game my girlfriend and i were looking for a quick saturday night bite and beer i called brasserie v and they said that while the kitchen was closed for the night they could still give us a cheese and sausage platter perfect when we got there ten minutes later the bartender apologized and said they were totally done serving food i m pretty sure it was the same woman i had spoken with ten minutes prior and we had based our decision to go there on the promise of cheese and sausage she kindly offered to bring us what she described as the last loaf of bread and olive oil for dipping so we had five slices of bread and olive oil which was better than starving my gf had a glass of wine and i had a spicy beer all was okay then the bill came 30 88 from my previous trip i knew to expect to pay a lot for a little so it didn t faze me but my girlfriend pressed saying so 30 bucks for a beer a glass of wine and five bread slices i checked the bill and sure enough we had been charged 16 for bread i was happy with the bread but felt it was excessive even by bv standards to pay 3 20 per slice i brought up the 16 bread with the bartender who immediately apologized profusely explaining we had been mistakenly been charged for the cheese and sausage platter my thought 16 for cheese and sausage she then took back my credit card and fixed the bill giving us our drinks free and charging us 7 50 for the bread that brought it down to 1 50 per slice what if i had not noticed or protested the bread charge it seemed dodgy at best that she wouldn t have noticed such an inflated price before giving us the bill we spent perhaps 45 minutes there and our experience began and ended with half baked customer service
1	bella vita is a new italian restaurant located in a building where at least three chains have tried to make a go of it it s right across from west towne but is located on a little side street that nobody uses so i m sure a lot of people see it and then just go to olive garden the food you ask i really like it but i m a sucker for over cheesed pastas so you ll have to keep that in mind the lasagna was generous with the meat beef and italian sausage and featured digestion hindering amounts of cheese the baked ziti was similarly cheesed both are great i also tried the italian beef it was good but i think they were trying too hard roasted garlic aioli spicy giardiniera pesto garlic herb bun i m surprised they didn t throw on the chipotle ranch and honey mustard mayo that adorn their other sandwiches i think the sandwich would have been better with just the mozzarella service has been okay both times the waitstaff can get messed up over who gets which entree and sometimes sides are switched overall i don t get too upset unless i get the wrong food or it arrives too slowly neither of which has happened at bella vita i recommend this place if you re in the area i would really like it to succeed since it s a lot better than most of the restaurants in the immediate area bonus tidbit for militant anti chain folks this place isn t a chain even if it feels a lot like one it s locally owned so you don t have to feel bad spending money here nine filtered reviews uh oh
1	hmmmmm what a yummy night to celebrate my fathers birthday myself and my wife along with my sister and her family took dad and mom to ocean grill i will truly say that i had a great time and some great food i have never been to ocean grill and when i walked in i was a bit taken back on how small it was but i liked it my whole party was already seated as i parked the car in the lot where ocean grill customers were validated being downtown madison parking sucks and the lot is close and nice to have my seafood chowder was delicious and a great way to start my meal along with my chowder the table got a calamari appetizer that was good but served with a peanut sauce that just was well i do not like peanuts of peanut butter so i did not like it for my meal instead of ordering an entree did the three small plates to make a meal i loved this feature as i could sample a variety of things and choose what i wanted now being a scallop fan i got the prosciutto wrapped scallops the wasabi scallops and the seafood enchiladas all three were amazing cooked well and the plate was cleaned quickly the rest of my party shared the same sentiments that i did about their meals and overall we had a great night was it the best seafood i have had nope not even close but then again we are in madison for madison the ocean grill was great i also loved that they were good with the infant in our group and had flipper on the tv lol
0	if i could give this zero stars i would he rushed me and was very rude i had questions on what ingredients were in some of their items since it was my first time ordering from them and different chinese restaurants make the same dishes different ways he was extremely rude and i asked if i could talk to someone else and he said there is no one else okay sorry what you want i said iv been trying to order for the last 15 mins you know what nevermind ill go to the one on gammon he then hung up on me
0	i went here one new year s eve with a group of people and was less than impressed out of all the sushi places in madison this was the worst if you re vegan vegetarian go to sushi box or edo or heck whole foods or willy street co op have better sushi rolls i think it s pretty hard to screw up avocado rolls i make these at home and my sushi is way better than muramoto but muramoto does just that they have created a flavorless avocado roll it s over priced for what you actually order the only good thing muramoto has is a sake bar that is pretty awesome they had many brands that i am familiar with and enjoy and you can even do sake flights if you make reservations and need to add a couple more people be prepared to ask for manager approval
1	this place is down the street from me and it s kind of addictive i really like the assorted tong mein noodle soups they come with various combinations of beef pork ginger scallions and two kinds of dumplings wonton or gyoza a big pile of stringy noodles think chinese angel hair pasta and broth one soup with an appetizer or two can feed a couple people but we ve been known to order one soup per person in response to strong wah kee cravings the menu is huge but i ve not strayed from the tong mein much at all it s dang good not sure if i would order for regular junk chinese food but definitely worth it for the soup
1	i m a celiac and have to go for the gluten free options because of that my review can only reflect those items on the menu first off the atmosphere and location i feel are the best things going for the restaurant great view of the capital in a hip feeling environment the service is friendly and professional they don t just hire people off the street everyone from the host to the bartender to the chef know what they re doing as for the food which is the most important part this is where i feel the restaurant lacks the sides are basic and uninspired the entrées leave you wanting i wouldn t describe the food as bad but it is in no way noteworthy in my mind and there are better options for each menu item scattered throughout madison specifically their gluten free breads though made in house are behind the curve though ten years ago expectations for those kinds of food were low better breads have made their way to the market their buns were dry flavorless and somewhat mysterious in consistency definitely did not taste like the gf breads i eat at home overall this place is worth the experience their prices despite the talk around town are not unreasonable however i would not call this a choice destination for someone looking to eat gluten free
0	i was brought here by some uw alums as we were all in town for football any bar that has spotted cow on tap gets a one star bump from me so they get one star i get that working here makes you a big swingin d k in the uw madison social circle but holy frijoles a more colossal collection of douchenozzle employees would be hard to find anywhere outside of ny la this is possibly the rape iest bar i ve ever been to and i live work and play in scottsdale the fertile crescent of rape y bars i can t wait for my next trip to madison but this place will not be on the list
1	let s just say that you should be careful if you like caipirinha s because they are deliciously deadly i have over served myself on a couple of occasions 1 if you are in madison in the summer then you must stop here for dinner because the back outdoor area of this place can t be beat in madison 2 the food is delicious i particularly have a love for the almond papaya shrimp i m on a shrimp kick lately but it is melt in your mouth caribbean fare 3 the place actually has a legit caribbean feel plus it s on the east side of madison so obviously it s the hit on top of all that they have all of these great pics of cool spots across the caribbean that make you want to travel to sunny destinations they are not on sale but sometimes i wish they were
1	went there last night for a birthday celebration and although the waitress and i had a bit of trouble understanding each other it all ended up resolving itself food delicious just be careful with the wonton soup it says 1 75 and i assumed that was for a bowl which as i had recalled from the first time was enough for 3 people it s actually per person so for 6 people i ended up paying like 10 50 unexpected indeed but the crab rangoon was the best i ve ever had d and their lo mein and fried rice an american eater s chinese staples are the best i ve ever had hands down all their meats are also tender well cooked and yummy oh and this is one place where when there s a chili pepper next to the food on the menu be sure there will be a bite to the dish p they don t mess around with that stuff go do it now oh i suggest you practice your chopstick skills p no western utensils tho i m sure you could ask for some
